id,asn_dn,brand,country,delivered_to_client_date,delivery_recorded_date,dosage,dosage_form,first_line_designation,freight_cost,fulfill_via,item_description,line_item_insurance,line_item_quantity,line_item_value,managed_by,manufacturing_site,molecule_test_type,pack_price,po_sent_to_vendor_date,po_so,pq,pq_first_sent_to_client_date,product_group,project_code,scheduled_delivery_date,shipment_mode,sub_classification,unit_of_measure,unit_price,vendor,vendor_inco_term,weight
9179,ASN-4184,Uni-Gold,Botswana,19-Jun-09,19-Jun-09,MIssing,Test kit,Yes,808,Direct Drop,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",4.7,75,2400.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",32.0,5/18/09,SCMS-46110,Pre-PQ Process,Pre-PQ Process,HRDT,102-BW-T01,19-Jun-09,Air,HIV test,20,1.6,"Trinity Biotech, Plc",EXW,25
1723,ASN-2291,Retrovir,South Africa,25-Apr-08,25-Apr-08,300mg,Tablet,Yes,Freight Included in Commodity Cost,Direct Drop,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",6.65,300,4155.0,PMO - US,GSK Aranda,Zidovudine,13.85,04-04-08,SCMS-21460,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,25-Apr-08,MIssing,Adult,60,0.23,S. BUYS WHOLESALER,DDP,Weight Captured Separately
6439,ASN-4332,Generic,South Africa,23-Apr-09,23-Apr-09,10mg/ml,Oral suspension,No,See ASN-4332 (ID#:1115),Direct Drop,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",1.47,80,750.4,PMO - US,"Aurobindo Unit III, India",Nevirapine,9.38,04-02-09,SCMS-47500,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,15-May-09,Truck,Pediatric,240,0.04,S. BUYS WHOLESALER,DDP,See ASN-4332 (ID#:1115)
11484,DN-434,Trizivir,CÃte dIvoire,22-Nov-07,22-Nov-07,300/150/300mg,Tablet - FDC,No,See DN-434 (ID#:11483),From RDC,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",133.36,1873,83348.5,PMO - US,GSK Ware (UK),Abacavir/Lamivudine/Zidovudine,44.5,N/A - From RDC,SO-1101,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,22-Nov-07,Air,Adult,60,0.74,SCMS from RDC,N/A - From RDC,See DN-434 (ID#:11483)
11618,DN-1060,Generic,Ethiopia,18-Feb-09,18-Feb-09,150/200/30mg,Tablet - FDC,Yes,29336.46,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",115.24,8258,58796.96,PMO - US,"Strides, Bangalore, India.",Lamivudine/Nevirapine/Stavudine,7.12,N/A - From RDC,SO-22000,Pre-PQ Process,Pre-PQ Process,ARV,117-ET-T01,18-Feb-09,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,5147
466,ASN-1741,Uni-Gold,Ethiopia,09-May-08,09-May-08,MIssing,Test kit,Yes,Freight Included in Commodity Cost,Direct Drop,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",1.11,15,691.42,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",46.09,Date Not Captured,SCMS-21550,Pre-PQ Process,Pre-PQ Process,HRDT,117-ET-T01,09-May-08,Air,HIV test,20,2.3,TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.,DDP,Weight Captured Separately
11456,DN-353,Generic,Zambia,14-Sep-07,14-Sep-07,1mg/ml,Oral solution,Yes,5181,From RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",21,9050,13122.5,PMO - US,"Aurobindo Unit III, India",Stavudine,1.45,N/A - From RDC,SO-1072,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,14-Sep-07,MIssing,Pediatric,200,0.01,SCMS from RDC,N/A - From RDC,1084
10542,DN-5,Generic,Zimbabwe,06-Feb-07,06-Feb-07,600mg,Tablet,Yes,1428.67,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",MIssing,1050,17062.5,PMO - US,"Aurobindo Unit III, India",Efavirenz,16.25,N/A - From RDC,SO-253,Pre-PQ Process,Pre-PQ Process,ARV,113-ZW-T01,06-Feb-07,MIssing,Adult,30,0.54,SCMS from RDC,N/A - From RDC,90
10639,DN-444,Determine,Haiti,31-Dec-07,31-Dec-07,MIssing,Test kit,Yes,2219.44,From RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",1.15,10,720.0,PMO - US,Inverness Japan,"HIV 1/2, Determine HIV Kit, without Lancets",72.0,N/A - From RDC,SO-1290,Pre-PQ Process,Pre-PQ Process,HRDT,125-HT-T01,31-Dec-07,Air,HIV test,100,0.72,SCMS from RDC,N/A - From RDC,6
12550,DN-1057,Generic,Nigeria,19-Jan-09,19-Jan-09,600mg,Tablet,Yes,13538.35,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",301.84,14000,154000.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,11.0,N/A - From RDC,SO-15051,Pre-PQ Process,Pre-PQ Process,ARV,131-NG-T01,19-Jan-09,Air,Adult,30,0.37,SCMS from RDC,N/A - From RDC,1169
10756,DN-1174,Generic,Mozambique,14-May-09,14-May-09,150mg,Tablet,Yes,968.55,From RDC,"Lamivudine 150mg, tablets, 60 Tabs",2.76,486,1409.4,PMO - US,Hetero Unit III Hyderabad IN,Lamivudine,2.9,N/A - From RDC,SO-27880,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,14-May-09,Air,Adult,60,0.05,SCMS from RDC,N/A - From RDC,23
10573,DN-196,Generic,CÃte dIvoire,28-Jun-07,28-Jun-07,150/200/30mg,Tablet - FDC,Yes,17587,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",484.93,40411,303082.5,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.5,N/A - From RDC,SO-603,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,28-Jun-07,MIssing,Adult,60,0.12,SCMS from RDC,N/A - From RDC,7185
11712,DN-112,OraQuick,Haiti,08-May-07,08-May-07,MIssing,Test kit,Yes,977.64,From RDC,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",MIssing,15,6000.0,PMO - US,"Pacific Biotech, Thailand","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",400.0,N/A - From RDC,SO-504,Pre-PQ Process,Pre-PQ Process,HRDT,100-HT-T01,08-May-07,Air,HIV test,100,4.0,SCMS from RDC,N/A - From RDC,Weight Captured Separately
11245,DN-639,Generic,Zambia,14-Mar-08,14-Mar-08,200mg,Tablet,Yes,6539.8,From RDC,"Nevirapine 200mg, tablets, 60 Tabs",150.48,27662,94050.8,PMO - US,Hetero Unit III Hyderabad IN,Nevirapine,3.4,N/A - From RDC,SO-1880,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,14-Mar-08,Truck,Adult,60,0.06,SCMS from RDC,N/A - From RDC,4128
6082,ASN-3313,Generic,Vietnam,23-Feb-09,23-Feb-09,200mg,Tablet,No,See ASN-3313 (ID#:3456),Direct Drop,"Nevirapine 200mg, tablets, 60 Tabs",23.87,4200,12180.0,PMO - US,"Aurobindo Unit III, India",Nevirapine,2.9,10/21/08,SCMS-31730,Pre-PQ Process,Pre-PQ Process,ARV,108-VN-T01,23-Feb-09,Air,Adult,60,0.05,Aurobindo Pharma Limited,EXW,See ASN-3313 (ID#:3456)
3159,ASN-2096,Stat-Pak,Ethiopia,01-Jul-08,01-Jul-08,MIssing,Test kit,Yes,Freight Included in Commodity Cost,Direct Drop,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",6.08,81,3798.09,PMO - US,Chembio Diagnostics Sys. Inc.,"HIV 1/2, Stat-Pak HIV, Kit",46.89,4/28/08,SCMS-22810,Pre-PQ Process,Pre-PQ Process,HRDT,117-ET-T01,01-Jul-08,Air,HIV test,20,2.34,SETEMA LIMITED PLC,DDP,Weight Captured Separately
8714,ASN-3508,Generic,Zambia,18-Mar-09,18-Mar-09,MIssing,Test kit - Ancillary,No,See ASN-3508 (ID#:3441),Direct Drop,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",0.11,5500,55.0,PMO - US,Inverness Japan,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",0.01,10-02-08,SCMS-31390,Pre-PQ Process,Pre-PQ Process,HRDT,110-ZM-T01,18-Mar-09,Air,HIV test - Ancillary,100,0.0,"Orgenics, Ltd",EXW,See ASN-3508 (ID#:3441)
12131,DN-475,Generic,Nigeria,03-Dec-07,03-Dec-07,10mg/ml,Oral solution,No,See DN-475 (ID#:10642),From RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",5.32,1283,3322.97,PMO - US,"Cipla, Goa, India",Lamivudine,2.59,N/A - From RDC,SO-567,Pre-PQ Process,Pre-PQ Process,ARV,112-NG-T01,03-Dec-07,Air,Pediatric,240,0.01,SCMS from RDC,N/A - From RDC,See DN-475 (ID#:10642)
3771,ASN-4386,Retrovir,South Africa,21-Apr-09,21-Apr-09,100mg,Capsule,Yes,Freight Included in Commodity Cost,Direct Drop,"Zidovudine 100mg [Retrovir], capsules, 100 Caps",19.38,800,9888.0,PMO - US,GSK Crawley,Zidovudine,12.36,3/27/09,SCMS-41585,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,25-Jun-09,Air,Pediatric,100,0.12,S. BUYS WHOLESALER,DDP,Weight Captured Separately
60,ASN-223,Aluvia,Zambia,16-Feb-07,16-Feb-07,200/50mg,Tablet,Yes,Freight Included in Commodity Cost,Direct Drop,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",MIssing,2800,115080.0,PMO - US,ABBVIE Ludwigshafen Germany,Lopinavir/Ritonavir,41.1,12-01-06,SCMS-221,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,16-Feb-07,Air,Adult,120,0.34,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),CIP,643
10749,DN-959,Generic,Nigeria,30-Oct-08,30-Oct-08,600mg,Tablet,Yes,18617.93,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",46.01,2003,23475.16,PMO - US,"Aurobindo Unit III, India",Efavirenz,11.72,N/A - From RDC,SO-10610,Pre-PQ Process,Pre-PQ Process,ARV,130-NG-T01,30-Oct-08,Air,Adult,30,0.39,SCMS from RDC,N/A - From RDC,181
11224,DN-569,Generic,CÃte dIvoire,29-Jan-08,29-Jan-08,150/300mg,Tablet - FDC,Yes,30167,From RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",449.81,29593,281133.5,PMO - US,"Aurobindo Unit III, India",Lamivudine/Zidovudine,9.5,N/A - From RDC,SO-1104,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,29-Jan-08,Air,Adult,60,0.16,SCMS from RDC,N/A - From RDC,10877
10670,DN-589,Generic,Uganda,28-Feb-08,28-Feb-08,150/200/30mg,Tablet - FDC,Yes,1430.22,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1.1,93,688.2,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.4,N/A - From RDC,SO-1082,Pre-PQ Process,Pre-PQ Process,ARV,114-UG-T01,28-Feb-08,MIssing,Adult,60,0.12,SCMS from RDC,N/A - From RDC,311
10726,DN-966,Generic,Zambia,07-Nov-08,07-Nov-08,200mg,Tablet,Yes,2938.92,From RDC,"Nevirapine 200mg, tablets, 60 Tabs",333.2,50000,170000.0,PMO - US,Hetero Unit III Hyderabad IN,Nevirapine,3.4,N/A - From RDC,SO-2492,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,07-Nov-08,Truck,Adult,60,0.06,SCMS from RDC,N/A - From RDC,2764
11958,DN-1158,Aluvia,CÃte dIvoire,20-Mar-09,20-Mar-09,200/50mg,Tablet,Yes,Invoiced Separately,From RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",124.38,1544,63458.4,PMO - US,ABBVIE (Abbott) Logis. UK,Lopinavir/Ritonavir,41.1,N/A - From RDC,SO-27011,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,20-Mar-09,Air,Adult,120,0.34,SCMS from RDC,N/A - From RDC,Weight Captured Separately
12328,DN-1499,Generic,Zambia,23-Oct-09,23-Oct-09,600mg,Tablet,Yes,5097.09,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",173.73,13941,80578.98,PMO - US,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Efavirenz,5.78,N/A - From RDC,SO-33320,Pre-PQ Process,Date Not Captured,ARV,110-ZM-T01,23-Oct-09,Air,Adult,30,0.19,SCMS from RDC,N/A - From RDC,986
2147,ASN-2935,Colloidal Gold,Ethiopia,03-Dec-08,03-Dec-08,MIssing,Test kit,Yes,22433.91,Direct Drop,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",158.23,3510,80730.0,PMO - US,"KHB Test Kit Facility, Shanghai China","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",23.0,10/27/08,SCMS-32640,Pre-PQ Process,Pre-PQ Process,HRDT,117-ET-T01,03-Dec-08,Air,HIV test,1,23.0,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",EXW,2535
10903,DN-409,Generic,Nigeria,16-Nov-07,16-Nov-07,50mg,Capsule,Yes,1616.04,From RDC,"Efavirenz 50mg, capsule, 30 Caps",0.36,100,224.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,2.24,N/A - From RDC,SO-1221,Pre-PQ Process,Pre-PQ Process,ARV,112-NG-T01,16-Nov-07,Air,Pediatric,30,0.07,SCMS from RDC,N/A - From RDC,118
361,ASN-1318,Capillus,Haiti,18-Feb-08,18-Feb-08,MIssing,Test kit,Yes,Invoiced Separately,Direct Drop,"HIV 1/2, Capillus HIV Kit, 100 Tests",0.44,2,278.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit",139.0,Date Not Captured,SCMS-14080,Pre-PQ Process,Pre-PQ Process,HRDT,125-HT-T01,18-Feb-08,Air,HIV test,100,1.39,"Trinity Biotech, Plc",EXW,Weight Captured Separately
1048,ASN-3750,Generic,Haiti,15-Apr-09,15-Apr-09,100/25mg,Tablet,Yes,893.22,Direct Drop,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",0.93,46,472.88,PMO - US,ABBVIE Ludwigshafen Germany,Lopinavir/Ritonavir,10.28,03-06-09,SCMS-40030,Pre-PQ Process,Pre-PQ Process,ARV,106-HT-T01,15-Apr-09,Air,Pediatric,60,0.17,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),FCA,10
9564,ASN-2292,Videx,South Africa,25-Apr-08,25-Apr-08,2g,Powder for oral solution,Yes,Freight Included in Commodity Cost,Direct Drop,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",0.09,4,57.92,PMO - US,"BMS Meymac, France",Didanosine,14.48,01-04-08,SCMS-16600,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,21-Jan-08,MIssing,Pediatric,200,0.07,"JSI R&T INSTITUTE, INC.",DDP,Weight Captured Separately
10883,DN-327,Invirase,CÃte dIvoire,10-Sep-07,10-Sep-07,200mg,Capsule,Yes,14182.54,From RDC,"Saquinavir 200mg [Invirase], capsules, 270 Caps",31.71,252,19817.28,PMO - US,Roche Basel,Saquinavir,78.64,N/A - From RDC,SO-972,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,10-Sep-07,MIssing,Adult,270,0.29,SCMS from RDC,N/A - From RDC,1736
9055,ASN-4387,Viramune,South Africa,15-Apr-09,15-Apr-09,200mg,Tablet,No,Freight Included in Commodity Cost,Direct Drop,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",197.1,6000,100560.0,PMO - US,"Boehringer Ing., Koropi, GR",Nevirapine,16.76,3/27/09,SCMS-41586,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,25-Jun-09,Air,Adult,60,0.28,S. BUYS WHOLESALER,DDP,Weight Captured Separately
9090,ASN-4005,OraQuick,Haiti,03-Jun-09,03-Jun-09,MIssing,Test kit,Yes,3013.19,Direct Drop,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",37.73,55,19250.0,PMO - US,"Pacific Biotech, Thailand","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",350.0,04-02-09,SCMS-42700,Pre-PQ Process,Pre-PQ Process,HRDT,106-HT-T01,03-Jun-09,Air,HIV test,100,3.5,Orasure Technologies Inc.,EXW,132
12058,DN-144,Uni-Gold,Tanzania,06-Jul-07,06-Jul-07,MIssing,Test kit,Yes,2297,From RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",MIssing,100,3200.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",32.0,N/A - From RDC,SO-306,Pre-PQ Process,Pre-PQ Process,HRDT,109-TZ-T01,06-Jul-07,Air,HIV test,20,1.6,SCMS from RDC,N/A - From RDC,Weight Captured Separately
4333,ASN-1787,Generic,Namibia,04-Jun-08,04-Jun-08,MIssing,Test kit - Ancillary,Yes,Invoiced Separately,Direct Drop,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",0,142,1.42,PMO - US,Inverness Japan,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",0.01,3/18/08,SCMS-19130,Pre-PQ Process,Pre-PQ Process,HRDT,119-NA-T01,04-Jun-08,Air,HIV test - Ancillary,100,0.0,"Orgenics, Ltd",EXW,Weight Captured Separately
2965,ASN-1301,Capillus,Haiti,18-Feb-08,18-Feb-08,MIssing,Test kit,Yes,Invoiced Separately,Direct Drop,"HIV 1/2, Capillus HIV Kit, 100 Tests",0.89,4,556.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit",139.0,01-03-08,SCMS-15880,Pre-PQ Process,Pre-PQ Process,HRDT,100-HT-T01,27-Feb-08,Air,HIV test,100,1.39,"Trinity Biotech, Plc",EXW,Weight Captured Separately
12908,DN-1397,Generic,Uganda,24-Aug-09,24-Aug-09,150mg,Tablet,No,See DN-1397 (ID#:11678),From RDC,"Lamivudine 150mg, tablets, 60 Tabs",10.7,2237,5458.28,PMO - US,"Aurobindo Unit III, India",Lamivudine,2.44,N/A - From RDC,SO-32920,Pre-PQ Process,Date Not Captured,ARV,114-UG-T01,24-Aug-09,Air,Adult,60,0.04,SCMS from RDC,N/A - From RDC,See DN-1397 (ID#:11678)
12656,DN-160,Viracept,CÃte dIvoire,15-Jun-07,15-Jun-07,250mg,Tablet,No,See DN-160 (ID#:11397),From RDC,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",MIssing,460,37453.2,PMO - US,Roche Madrid,Nelfinavir (as mesilate),81.42,N/A - From RDC,SO-517,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,15-Jun-07,MIssing,Adult,270,0.3,SCMS from RDC,N/A - From RDC,See DN-160 (ID#:11397)
10901,DN-384,Generic,Zambia,29-Oct-07,29-Oct-07,10mg/ml,Oral solution,Yes,25739.49,From RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",17.32,5496,10827.12,PMO - US,"Aurobindo Unit III, India",Lamivudine,1.97,N/A - From RDC,SO-976,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,29-Oct-07,MIssing,Pediatric,240,0.01,SCMS from RDC,N/A - From RDC,6230
11609,DN-1052,Generic,Ethiopia,03-Mar-09,03-Mar-09,150/30mg,Tablet - FDC,No,See DN-1052 (ID#:10737),From RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",58.07,14814,29628.0,PMO - US,"Cipla, Goa, India",Lamivudine/Stavudine,2.0,N/A - From RDC,SO-22020,Pre-PQ Process,Pre-PQ Process,ARV,117-ET-T01,03-Mar-09,Air,Adult,30,0.07,SCMS from RDC,N/A - From RDC,See DN-1052 (ID#:10737)
7121,ASN-2336,Generic,Vietnam,19-Sep-08,19-Sep-08,300mg,Tablet,No,See ASN-2336 (ID#:530),Direct Drop,"Zidovudine 300mg, tablets, 60 Tabs",7.78,648,4860.0,PMO - US,Mylan (formerly Matrix) Nashik,Zidovudine,7.5,5/14/08,SCMS-23450,Pre-PQ Process,Pre-PQ Process,ARV,108-VN-T01,19-Sep-08,Air,Adult,60,0.12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),EXW,See ASN-2336 (ID#:530)
11967,DN-1198,Truvada,Nigeria,30-Apr-09,30-Apr-09,300/200mg,Tablet - FDC,Yes,2922.53,From RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",106.35,2067,54258.75,PMO - US,"Aspen-OSD, Port Elizabeth, SA",Emtricitabine/Tenofovir Disoproxil Fumarate,26.25,N/A - From RDC,SO-22522,Pre-PQ Process,Pre-PQ Process,ARV,151-NG-T01,30-Apr-09,Air,Adult,30,0.88,SCMS from RDC,N/A - From RDC,235
10821,DN-44,Viread,Mozambique,17-Apr-07,17-Apr-07,300mg,Tablet,No,See DN-44 (ID#:10549),From RDC,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",MIssing,2997,50949.0,PMO - US,Gilead(Nycomed) Oranienburg DE,Tenofovir Disoproxil Fumarate,17.0,N/A - From RDC,SO-293,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,17-Apr-07,Air,Adult,30,0.57,SCMS from RDC,N/A - From RDC,See DN-44 (ID#:10549)
10925,DN-623,Generic,Zimbabwe,05-Mar-08,05-Mar-08,150/200/30mg,Tablet - FDC,Yes,13317.2,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",440.92,37240,275576.0,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.4,N/A - From RDC,SO-712,Pre-PQ Process,Pre-PQ Process,ARV,100-ZW-T01,05-Mar-08,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,4080
12310,DN-1397,Generic,Uganda,24-Aug-09,24-Aug-09,200mg,Tablet,No,See DN-1397 (ID#:11678),From RDC,"Nevirapine 200mg, tablets, 60 Tabs",9.38,1650,4785.0,PMO - US,Hetero Unit III Hyderabad IN,Nevirapine,2.9,N/A - From RDC,SO-32920,Pre-PQ Process,Date Not Captured,ARV,114-UG-T01,24-Aug-09,Air,Adult,60,0.05,SCMS from RDC,N/A - From RDC,See DN-1397 (ID#:11678)
837,ASN-3553,Zerit,South Africa,09-Oct-08,09-Oct-08,1mg/ml,Powder for oral solution,No,Freight Included in Commodity Cost,Direct Drop,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",1.68,600,858.0,PMO - US,"BMS Meymac, France",Stavudine,1.43,Date Not Captured,SCMS-33320,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,17-May-09,Truck,Pediatric,200,0.01,S. BUYS WHOLESALER,DDP,Weight Captured Separately
11022,DN-988,Generic,CÃte dIvoire,01-Dec-08,01-Dec-08,150/300mg,Tablet - FDC,Yes,22758.49,From RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",591.12,32256,301593.6,PMO - US,"Aurobindo Unit III, India",Lamivudine/Zidovudine,9.35,N/A - From RDC,SO-11850,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,01-Dec-08,Air,Adult,60,0.16,SCMS from RDC,N/A - From RDC,5589
1295,ASN-229,Aluvia,Mozambique,15-Feb-07,15-Feb-07,200/50mg,Tablet,Yes,Freight Included in Commodity Cost,Direct Drop,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",MIssing,80,3288.0,PMO - US,ABBSP,Lopinavir/Ritonavir,41.1,11/17/06,SCMS-211,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,15-Feb-07,Air,Adult,120,0.34,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),CIP,25
3154,ASN-2234,Determine,Botswana,03-Sep-08,03-Sep-08,MIssing,Test kit,Yes,1038.39,Direct Drop,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",11.52,100,7199.0,PMO - US,Inverness Japan,"HIV 1/2, Determine HIV Kit, without Lancets",71.99,4/28/08,SCMS-22770,Pre-PQ Process,Pre-PQ Process,HRDT,102-BW-T01,20-Jan-09,Air,HIV test,100,0.72,"Orgenics, Ltd",EXW,25
9352,ASN-1933,Bioline,Tanzania,22-Jul-08,22-Jul-08,MIssing,Test kit,Yes,22663.18,Direct Drop,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",320,10000,200000.0,PMO - US,"Standard Diagnostics, Korea","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",20.0,10/23/07,SCMS-10350,Pre-PQ Process,Pre-PQ Process,HRDT,109-TZ-T01,22-Jul-08,Air,HIV test,25,0.8,"Standard Diagnostics, Inc.",EXW,3110
10675,DN-732,Determine,Pakistan,19-May-08,19-May-08,MIssing,Test kit,Yes,Invoiced Separately,From RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",2.3,20,1439.8,PMO - US,Inverness Japan,"HIV 1/2, Determine HIV Kit, without Lancets",71.99,N/A - From RDC,SO-2496,Pre-PQ Process,Pre-PQ Process,HRDT,100-PK-T01,19-May-08,Air,HIV test,100,0.72,SCMS from RDC,N/A - From RDC,Weight Captured Separately
12844,DN-1115,Generic,Zimbabwe,06-Apr-09,06-Apr-09,600mg,Tablet,No,See DN-1115 (ID#:11008),From RDC,"Efavirenz 600mg, tablets, 30 Tabs",94.16,4000,48040.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,12.01,N/A - From RDC,SO-18100,Pre-PQ Process,Pre-PQ Process,ARV,113-ZW-T01,06-Apr-09,Truck,Adult,30,0.4,SCMS from RDC,N/A - From RDC,See DN-1115 (ID#:11008)
10698,DN-643,Generic,CÃte dIvoire,06-Mar-08,06-Mar-08,150/200/30mg,Tablet - FDC,Yes,3056.96,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",151.94,12833,94964.2,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.4,N/A - From RDC,SO-1663,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,06-Mar-08,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,1316
5978,ASN-2503,Zerit,South Africa,14-Aug-08,14-Aug-08,30mg,Capsule,No,Freight Included in Commodity Cost,Direct Drop,"Stavudine 30mg [Zerit], capsules, 60 Caps",2.78,350,1736.0,PMO - US,"BMS Meymac, France",Stavudine,4.96,Date Not Captured,SCMS-28830,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,25-Aug-08,Truck,Adult,60,0.08,S. BUYS WHOLESALER,DDP,Weight Captured Separately
7183,ASN-1966,First Response,Rwanda,04-Jul-08,04-Jul-08,MIssing,Test kit,Yes,17331.66,Direct Drop,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",163.15,6180,101970.0,PMO - US,Premier Med. Corp Ltd. India,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",16.5,06-12-08,SCMS-25210,Pre-PQ Process,Pre-PQ Process,HRDT,107-RW-T01,04-Jul-08,Air,HIV test,30,0.55,Premier Medical Corporation Ltd.,EXW,2130
